Name of Covered Entity,State,Covered Entity Type,Individuals Affected,Type of Breach,Location of Breached Information,Business Associate Present
VA Corporate Data Center Operations/Austin Information Technology Center ,TX,Healthcare Provider,7029,Hacking/IT Incident,Network Server,No
Saint Louis County Department of Health,MO,Healthcare Provider,4000,Unauthorized Access/Disclosure,"Email, Network Server",No
"Aspire Indiana, Inc.",IN,Healthcare Provider,43890,Theft,Laptop,No
Henry Ford Health System,MI,,,,,No
Children's Eyewear Sight,CA,Healthcare Provider,1030,Theft,Desktop Computer,No
Tennessee Rural Health Improvement Association,TN,Health Plan,79000,Unauthorized Access/Disclosure,Other,No
University Hospitals,OH,Healthcare Provider,833,Unauthorized Access/Disclosure,Electronic Medical Record,No
National Pain Institute,FL,Healthcare Provider,500,Improper Disposal,"Desktop Computer, Laptop",No
"Rainier Surgical, Incorporated",TX,Healthcare Provider,4920,Theft,Paper/Films,No
St. Peter's Health Partners,NY,Healthcare Provider,5117,Theft,Other Portable Electronic Device,No
"Ronald D. Garrett-Roe, MD",TX,Healthcare Provider,1600,Hacking/IT Incident,Desktop Computer,No
California Pacific Medical Center ,CA,Healthcare Provider,845,Unauthorized Access/Disclosure,Electronic Medical Record,No
Diana S. Guth DBA Home Respiratory Care,CA,Healthcare Provider,1285,Unauthorized Access/Disclosure,Email,No
David E. Hansen DDS PS ,WA,Healthcare Provider,2000,Theft,"Other Portable Electronic Device, Paper/Films",No
"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",MD,Health Plan,630,Unauthorized Access/Disclosure,Paper/Films,No
Riverside County Regional Medical Center,CA,Healthcare Provider,7925,Theft,Laptop,No
"North Dallas Urogynecology, PLLC.",TX,Healthcare Provider,678,Theft,Laptop,No
"UMass Memorial Medical Group, Inc.",MA,Healthcare Provider,14100,Theft,Other,No
Boston Baskin Cancer Foundation,TN,Healthcare Provider,56694,Theft,Other Portable Electronic Device,No
South Sunflower County Hospital,MS,Healthcare Provider,19000,Improper Disposal,Paper/Films,No
Planned Parenthood Southwest Ohio,OH,Healthcare Provider,5000,Improper Disposal,Paper/Films,No
"Senior Health Partners, a Healthfirst company",NY,Health Plan,2772,Theft,"Laptop, Other Portable Electronic Device",No
"Tomas, Arturo",IL,Business Associate,680,Loss,Paper/Films,Yes
Haywood County NC,NC,Healthcare Provider,955,Loss,Paper/Films,No
Courier Corporation of Hawaii,HI,Business Associate,2809,Loss,Paper/Films,No
Pathway to Hope,FL,Healthcare Provider,600,Unauthorized Access/Disclosure,Email,No
Anthem (Working file),IN,Health Plan,,Hacking/IT Incident,Network Server,No
Hunt Regional Medical Partners,TX,Healthcare Provider,3000,Unauthorized Access/Disclosure,Other,No
Marketing Clique,TX,Health Plan,8700,Unauthorized Access/Disclosure,Other,No
Children's National Medical Center,DC,Healthcare Provider,18000,Hacking/IT Incident,Email,No
"Raymond Mark Turner, M.D.",NV,Healthcare Provider,2153,Theft,Laptop,No
"St.Vincent Hospital and Health Care Center, Inc.",IN,Healthcare Provider,63325,Unauthorized Access/Disclosure,Paper/Films,No
"Cathrine Steinborn, DDS",CA,Healthcare Provider,3224,Theft,Network Server,No
Aventura Hospital and Medical Center,FL,Healthcare Provider,686,Unauthorized Access/Disclosure,"Desktop Computer, Electronic Medical Record",No
Amedisys,LA,Healthcare Provider,6909,Unauthorized Access/Disclosure,"Desktop Computer, Electronic Medical Record, Laptop",No
Advance Rehabilitation & Consulting LTD,GA,Healthcare Provider,570,Hacking/IT Incident,Network Server,No
Georgia Department of Community Health ,GA,Health Plan,557779,Hacking/IT Incident,Network Server,No
Georgia Department of Community Health ,GA,Health Plan,355127,Hacking/IT Incident,Network Server,No
"Clinical Reference Laboratory, Inc.",KS,Healthcare Provider,4668,Loss,Paper/Films,No
St. Mary's Health,IN,Healthcare Provider,3952,Hacking/IT Incident,Email,No
Mosaic Medical,OR,Healthcare Provider,2207,Unauthorized Access/Disclosure,Paper/Films,No
Sharon J. Jones M.D.,CA,Healthcare Provider,1342,Theft,Paper/Films,Yes
Valley COmmunity Healthcare,CA,Healthcare Provider,1233,Loss,Laptop,No
Indiana State Medical Association,IN,Health Plan,38351,Theft,Other Portable Electronic Device,No
San Franciso General Hospital and Trauma Center,CA,Healthcare Provider,2500,Theft,Other,No
Dr. Anthony T. R. Green DDS,NY,Healthcare Provider,7448,Unauthorized Access/Disclosure,"Other, Paper/Films",No
Virginia Department of Medical Assistance Services (VA-DMAS),VA,Health Plan,697586,Hacking/IT Incident,Network Server,No
"Anthem, Inc. Affiliated Covered Entity",IN,Health Plan,78800000,Hacking/IT Incident,Network Server,No
EyeCare of Bartlesville,OK,Healthcare Provider,4000,Hacking/IT Incident,"Desktop Computer, Network Server",No
"Sacred Heart Health System, Inc.",FL,Healthcare Provider,14177,Hacking/IT Incident,Email,No
Premera Blue Cross,WA,Health Plan,11000000,Hacking/IT Incident,Network Server,No
Blue Cross Blue Shield of Michigan ,MI,Health Plan,3903,Theft,Paper/Films,No
Advantage Consolidated LLC,OR,Healthcare Provider,151626,Hacking/IT Incident,Other,No
Career Education Corporation,IL,Health Plan,2743,Hacking/IT Incident,Network Server,No
Kane Hall Barry Neurology,TX,Healthcare Provider,600,Theft,Laptop,No
Community Health Network,IN,Healthcare Provider,650,Loss,Paper/Films,No
Florida Hospital,FL,Healthcare Provider,8700,Unauthorized Access/Disclosure,Other,No
Mount Sinai Medical Center,FL,Healthcare Provider,1406,Unauthorized Access/Disclosure,Paper/Films,No
Life Care Center of Attleboro,MA,Healthcare Provider,2473,Loss,Paper/Films,No
AT&T Group Health Plan,TX,Health Plan,50000,Hacking/IT Incident,Network Server,No
Freelancers Insurance Company,NY,Health Plan,43068,Hacking/IT Incident,Network Server,No
Pediatric Associates,FL,Healthcare Provider,627,Loss,Paper/Films,No
McDermott Will & Emery LLP is the plan sponsor for the McDermott medical plan,IL,Health Plan,880,Hacking/IT Incident,Network Server,No
"7-Eleven, Inc. Comprehensive Welfare Benefits Plan No. 525",TX,Health Plan,1688,Hacking/IT Incident,Network Server,No
New,FL,Health Plan,500,Hacking/IT Incident,"Desktop Computer, Electronic Medical Record, Email, Network Server",No
Project Vida Health Center,TX,Healthcare Provider,7700,Theft,Network Server,No
"Triple S Advantage, Inc",,Health Plan,1458,Unauthorized Access/Disclosure,Other,No
VA Eastern Colorado Health Care System(ECHCS),CO,Healthcare Provider,508,Unauthorized Access/Disclosure,Paper/Films,No
Cigna-HealthSpring,TN,Health Plan,862,Unauthorized Access/Disclosure,Paper/Films,No
Schaeffler Group USA,SC,Health Plan,550,Hacking/IT Incident,Network Server,No
PIH Health Hospital - Whittier,CA,Healthcare Provider,826,Theft,Paper/Films,No
CDC/NIOSH World Trade Center Health Program (WTCHP),GA,Health Plan,958,Unauthorized Access/Disclosure,Paper/Films,No
City of Philadelphia Fire Department Emergency Medical Services Unit,PA,Healthcare Provider,81463,Unauthorized Access/Disclosure,"Desktop Computer, Paper/Films",No
Western Montana Clinic,MT,Healthcare Provider,7038,Hacking/IT Incident,Other,No
Tulare County Health & Human Services Agency,CA,Healthcare Provider,845,Unauthorized Access/Disclosure,Email,No
Children's Heart Center,NV,Healthcare Provider,8791,Unauthorized Access/Disclosure,Electronic Medical Record,No
Health Plan sponsored by Covenant Ministries of Benevolance,IL,Health Plan,782,Hacking/IT Incident,Network Server,No
SUPERVALU Group Health Plan,MN,Health Plan,10946,Hacking/IT Incident,Network Server,No
"Elizabeth Kerner, M.D.",TX,Healthcare Provider,873,Unauthorized Access/Disclosure,Email,No
Allina Health,MN,Healthcare Provider,838,Unauthorized Access/Disclosure,Paper/Films,No
ADT LLC Group Health & Welfare Plan,FL,Health Plan,3074,Hacking/IT Incident,Network Server,No
"International Union of Operating Engineers Local Unions 181, 320 & TVA Health and Welfare Trust Fund",KY,Health Plan,5440,Hacking/IT Incident,Network Server,No
Denton County Health Department,TX,Healthcare Provider,874,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
"St.Vincent Medical Group, Inc.",IN,Healthcare Provider,756,Hacking/IT Incident,Email,No
New York State Office of Mental Health,NY,Healthcare Provider,563,Loss,Laptop,No
Suburban Lung Associates,IL,Healthcare Provider,2984,Unauthorized Access/Disclosure,Paper/Films,No
Concordia Plan Services on behalf of the Concordia Health Plan,MO,Health Plan,12500,Hacking/IT Incident,Network Server,No
American Sleep Medicine,CA,Healthcare Provider,1787,Theft,Other,No
Jersey City Medical Center,NJ,Healthcare Provider,1447,Unauthorized Access/Disclosure,Email,No
Puerto Rico Department of Heatlh - Medicaid Program,,Health Plan,500,Theft,Desktop Computer,No
CompuNet Clinical Laboratories,OH,Healthcare Provider,2584,Loss,Paper/Films,No
"Saint Agnes Health Care, Inc.",MD,Healthcare Provider,24967,Hacking/IT Incident,Email,No
Seton Family of Hospitals,TX,Healthcare Provider,39000,Hacking/IT Incident,Email,No
Wellmont Health System,TN,Healthcare Provider,1726,Improper Disposal,"Other, Paper/Films",No
Community Mercy Health Partners,OH,Healthcare Provider,2000,Unauthorized Access/Disclosure,Paper/Films,No
"CEMEX, Inc.",TX,Health Plan,880,Hacking/IT Incident,Network Server,No
"Clinical Reference Laboratory, Inc.",KS,Healthcare Provider,864,Loss,Paper/Films,No
University of Illinois at Chicago,IL,Healthcare Provider,3000,Theft,Laptop,No
"Consolidated Tribal Health Project, Inc. ",CA,Healthcare Provider,4885,Unauthorized Access/Disclosure,"Desktop Computer, Electronic Medical Record, Email, Laptop, Network Server, Other Portable Electronic Device",No
Bellevue Hospital Center,NY,Healthcare Provider,3334,Unauthorized Access/Disclosure,Email,No
Jacobi Medical Center,NY,Healthcare Provider,90060,Unauthorized Access/Disclosure,Email,No
County of Los Angeles ,CA,Healthcare Provider,880,Theft,Paper/Films,No
"Partners HealthCare System, Inc.",MA,Healthcare Provider,3321,Hacking/IT Incident,Network Server,No
Walgreen Co.,IL,Healthcare Provider,1138,Loss,Paper/Films,No
Ventura County Health Care Agency,CA,Healthcare Provider,1339,Loss,Paper/Films,No
"Unity Recovery Group, Inc.,Starting Point Detox LLC, Lakeside Treatment Center LLC, Changing Tides Transitional Living LLC, Unity Recovery Center, Inc",FL,Healthcare Provider,1000,Unauthorized Access/Disclosure,"Email, Network Server, Other Portable Electronic Device",No
UPMC,PA,Healthcare Provider,2259,Theft,Other,No
"Medical Management, LLC (MML)",NC,Business Associate,20512,Theft,Other,Yes
Duke LifePoint Conemaugh Memorial Medical Center,PA,Healthcare Provider,1551,Theft,Desktop Computer,No
The MetroHealth System,OH,Healthcare Provider,981,Hacking/IT Incident,Desktop Computer,No
Aflac,GA,Health Plan,6166,Unauthorized Access/Disclosure,Paper/Films,No
Associated Dentists,MN,Healthcare Provider,4725,Theft,Laptop,No
Alexian Brothers Medical Center,IL,Healthcare Provider,632,Unauthorized Access/Disclosure,Desktop Computer,No
"Sharon J. Jones, M.D.",CA,,1342,Theft,"Desktop Computer, Laptop, Paper/Films",Yes
"Success 4 Kids & Families, Inc.",FL,Healthcare Provider,506,Theft,Laptop,No
CareFirst BlueCross BlueShield,MD,Health Plan,1100000,Hacking/IT Incident,Network Server,No
Thomas H. Boyd Memorial Hospital,IL,Healthcare Provider,8300,Unauthorized Access/Disclosure,Paper/Films,No
Beacon Health System,IN,Healthcare Provider,306789,Hacking/IT Incident,Email,No
University of Rochester Medical Center & Affiliates,NY,Healthcare Provider,3403,Unauthorized Access/Disclosure,Paper/Films,No
BUFFALO HEART GROUP,NY,Healthcare Provider,567,Unauthorized Access/Disclosure,Electronic Medical Record,No
Metropolitan Hospital Center,NY,Healthcare Provider,3957,Unauthorized Access/Disclosure,Email,No
Oregon's Health CO-OP,OR,Health Plan,14000,Theft,Laptop,No
Rite Aid Corporation,PA,Healthcare Provider,2345,Theft,"Other, Paper/Films",No
"Gallant Risk & Insurance Services, Inc.",CA,Business Associate,995,Theft,Laptop,Yes
Lancaster County EMS,SC,Healthcare Provider,50000,Improper Disposal,Other Portable Electronic Device,No
Stanislaus Surgical Hospital,CA,Healthcare Provider,1170,Theft,"Desktop Computer, Other Portable Electronic Device, Paper/Films",No
Fred Finch Youth Center,CA,Healthcare Provider,6871,Theft,"Network Server, Other",No
"Truman Medical Center, Incorporated",MO,Healthcare Provider,503,Unauthorized Access/Disclosure,Other,No
"Keystone Pharmacy, Inc.",MD,Healthcare Provider,500,Unauthorized Access/Disclosure,"Other, Paper/Films",No
California Physicians' Service d/b/a Blue Shield of California,CA,Health Plan,843,Unauthorized Access/Disclosure,Network Server,No
"United Seating and Mobility, LLC d/b/a Numotion",CT,Healthcare Provider,2722,Theft,Laptop,No
"Implants, Dentures & Dental",NV,Healthcare Provider,12000,Theft,"Electronic Medical Record, Laptop, Network Server, Other, Other Portable Electronic Device",No
The Department of Aging and Disability Services,TX,Health Plan,6600,Unauthorized Access/Disclosure,Network Server,No
"National Seating & Mobility, Inc.",TN,Healthcare Provider,9627,Theft,"Email, Laptop, Paper/Films",No
"Global Care Delivery, Inc.",TX,Business Associate,18213,Theft,Laptop,Yes
St. Martin Parish School Based Health Centers,LA,Healthcare Provider,3000,Theft,"Desktop Computer, Electronic Medical Record, Laptop",No
University of California Irvine Medical Center,CA,Healthcare Provider,4859,Unauthorized Access/Disclosure,Electronic Medical Record,No
"Central Brooklyn Medical Group, PC",NY,Healthcare Provider,4223,Unauthorized Access/Disclosure,Other,No
"Heartland Dental, LLC",IL,Business Associate,2860,Hacking/IT Incident,Network Server,Yes
Episcopal Health Services Inc. d/b/a St. John's Episcopal Hospital,NY,Healthcare Provider,509,Theft,Electronic Medical Record,No
CVS Health,RI,Healthcare Provider,12914,Theft,Desktop Computer,No
"Meritus Medical Center, Inc.",MD,Healthcare Provider,1029,Unauthorized Access/Disclosure,Electronic Medical Record,No
UPMC Health Plan,PA,Health Plan,722,Unauthorized Access/Disclosure,Email,No
Orlando Health,FL,Healthcare Provider,3421,Unauthorized Access/Disclosure,Electronic Medical Record,No
"University of Oklahoma, Department of Obstetrics and Gynecology",OK,Healthcare Provider,7693,Theft,Laptop,No
FireKeepers Casino Hotel,MI,Health Plan,7666,Hacking/IT Incident,Network Server,No
Georgia Department of Human Services,GA,Health Plan,2983,Unauthorized Access/Disclosure,Email,No
Massachusetts General Hospital,MA,Healthcare Provider,648,Unauthorized Access/Disclosure,Email,No
"Integral Health Plan, Inc.",FL,Health Plan,7549,Unauthorized Access/Disclosure,Paper/Films,No
Howard University,DC,Healthcare Provider,1445,Unauthorized Access/Disclosure,Paper/Films,No
Amsterdam Nursing Home Corporation (1992),NY,Healthcare Provider,621,Loss,Paper/Films,No
Mayo Clinic Health System- Red Wing,MN,Healthcare Provider,601,Unauthorized Access/Disclosure,Electronic Medical Record,No
Maricopa Special  Health Care District - Maricopa Integrated Health System,AZ,Healthcare Provider,633,Loss,Other Portable Electronic Device,No
Arkansas Blue Cross and Blue Shield,AR,Health Plan,560,Theft,Desktop Computer,No
"University of California, Los Angeles Health",CA,Healthcare Provider,4500000,Hacking/IT Incident,Network Server,No
Special Agents Mutual Benefit Association,MD,Health Plan,1475,Hacking/IT Incident,Network Server,No
Montefiore Medical Center ,NY,Healthcare Provider,12517,Theft,"Desktop Computer, Electronic Medical Record",No
Medical Informatics Engineering,IN,Business Associate,3900000,Hacking/IT Incident,"Electronic Medical Record, Network Server",Yes
"Urology Associates, Professional Corporation",MT,Healthcare Provider,6500,Unauthorized Access/Disclosure,Paper/Films,No
"Healthfirst Affiliates that include Healthfirst PHSP, Inc., Managed Health, Inc., HF Management Services, LLC, and Senior Health Partners ",NY,Health Plan,5338,Hacking/IT Incident,Electronic Medical Record,No
"Advanced Radiology Consultants, LLC",CT,Healthcare Provider,855,Unauthorized Access/Disclosure,Electronic Medical Record,No
OhioHealth,OH,Healthcare Provider,1006,Loss,Other Portable Electronic Device,No
The McLean Hospital Corporation,MA,Healthcare Provider,12673,Loss,Other Portable Electronic Device,No
East Bay Perinatal Medical Associates,CA,Business Associate,1494,Unauthorized Access/Disclosure,Laptop,Yes
"Prima CARE, PC",MA,Healthcare Provider,1651,Unauthorized Access/Disclosure,Paper/Films,No
Sioux Falls VA Health Care System,SD,Healthcare Provider,1111,Loss,Paper/Films,No
"Siouxland Anesthesiology, Ltd.",SD,Healthcare Provider,13000,Hacking/IT Incident,Network Server,No
North East Medical Services (NEMS),CA,Healthcare Provider,69246,Theft,Laptop,No
"Orlantino Dyoco, M.D.",CA,Healthcare Provider,9000,Theft,"Desktop Computer, Laptop",No
VA Black Hills Health Care System,SD,Healthcare Provider,1168,Unauthorized Access/Disclosure,Paper/Films,No
Lawrence General Hospital,MA,Healthcare Provider,2071,Loss,Other Portable Electronic Device,No
T.J. Samson Community Hospital,KY,Healthcare Provider,2060,Unauthorized Access/Disclosure,Email,No
"Max M Bayard MD, PC",VT,Healthcare Provider,2000,Theft,"Laptop, Other Portable Electronic Device",No
Baylor College of Medicine,TX,Healthcare Provider,1004,Theft,"Other Portable Electronic Device, Paper/Films",No
Walgreen Co.,IL,Healthcare Provider,8345,Unauthorized Access/Disclosure,Paper/Films,No
"Endocrinology Associates, Inc.",OH,Healthcare Provider,1400,Unauthorized Access/Disclosure,Other,No
Cancer Care Northwest,WA,Healthcare Provider,1426,Loss,Paper/Films,No
Colorado Department of Health Care Policy and Financing,CO,Health Plan,1622,Unauthorized Access/Disclosure,Paper/Films,No
"Empi Inc and DJO, LLC",MN,Healthcare Provider,160000,Theft,Laptop,No
Pediatric Group LLC,IL,Healthcare Provider,10000,Hacking/IT Incident,Network Server,No
"PT Northwest, LLC",OR,Healthcare Provider,1500,Unauthorized Access/Disclosure,Email,No
"Pediatric Gastroenterology, Hepatology & Nutrition of Florida, P.A.",FL,Healthcare Provider,13000,Theft,Paper/Films,No
"Lancaster Cardiology Medical Group, and Sunder Heart Institute and Vascular Medical Clinic",CA,Healthcare Provider,1200,Theft,"Desktop Computer, Laptop, Network Server, Other Portable Electronic Device",No
Children's Hospital Medical Center of Akron,OH,Healthcare Provider,7664,Loss,Other Portable Electronic Device,No
"ROBERT SOPER, M.D.",CA,Healthcare Provider,2000,Theft,Desktop Computer,No
Merit Health Northwest Mississippi,MS,Healthcare Provider,846,Theft,Electronic Medical Record,No
Metropolitan Atlanta Rapid Transit Authority,GA,Health Plan,800,Unauthorized Access/Disclosure,Paper/Films,No
"Minneapolis Clinic of Neurology, Ltd.",MN,Healthcare Provider,1450,Theft,Laptop,No
"University of California, Los Angeles Health",CA,Healthcare Provider,1242,Theft,Laptop,No
Lee Memorial Health System,FL,Healthcare Provider,1508,Unauthorized Access/Disclosure,Paper/Films,No
Oakland Family Services,MI,Healthcare Provider,16107,Hacking/IT Incident,Email,No
"Excellus Health Plan, Inc.",NY,Health Plan,10000000,Hacking/IT Incident,Network Server,No
Blue Cross Blue Shield of North Carolina,NC,Health Plan,807,Unauthorized Access/Disclosure,Paper/Films,No
Blue Cross Blue Shield of North Carolina,NC,Health Plan,1530,Unauthorized Access/Disclosure,Paper/Films,No
Sutter Medical Foundation,CA,Healthcare Provider,2302,Unauthorized Access/Disclosure,Email,No
"Affinity Health Plan, Inc.",NY,Health Plan,721,Unauthorized Access/Disclosure,Paper/Films,No
Louisiana State University Health Sciences Center-New Orleans,LA,Healthcare Provider,14500,Theft,Laptop,No
"Daniel A. Sheldon, M.D., P.A.",FL,Healthcare Provider,2075,Hacking/IT Incident,Network Server,No
Health Care Service Corporation,IL,Health Plan,501,Theft,Paper/Films,No
Molina Healthcare,CA,Health Plan,54203,Theft,Desktop Computer,No
Heartland Health Clinic,VA,Healthcare Provider,3650,Hacking/IT Incident,"Desktop Computer, Electronic Medical Record, Network Server",No
Skin and Cancer Center of Arizona,AZ,Healthcare Provider,3311,Unauthorized Access/Disclosure,Paper/Films,No
"Barrington Orthopedic Specialists, Ltd",IL,Healthcare Provider,1009,Theft,"Laptop, Other",No
Sunquest Information Systems,AZ,Business Associate,2100,Theft,Laptop,Yes
"Horizon Healthcare Services, Inc., doing business as Horizon Blue Cross Blue Shield of New Jersey, and its affiliates",NJ,Health Plan,1173,Unauthorized Access/Disclosure,"Electronic Medical Record, Other",No
Silverberg Surgical and Medical Group,CA,Healthcare Provider,857,Unauthorized Access/Disclosure,Network Server,No
"Kindred Nursing Centers West, L.L.C.",CA,Healthcare Provider,1125,Theft,Desktop Computer,No
Humana Inc [Case 18652],KY,Health Plan,2815,Theft,"Laptop, Paper/Films",No
Baptist Health and Arkansas Health Group,AR,Healthcare Provider,6500,Unauthorized Access/Disclosure,Electronic Medical Record,No
Sentara Healthcare ,VA,Healthcare Provider,1040,Theft,Other Portable Electronic Device,No
CarePlus Health Plans [case 18772],KY,Health Plan,2873,Unauthorized Access/Disclosure,Paper/Films,No
Insurance Data Services,MI,Business Associate,2918,Theft,Paper/Films,Yes
Anne Arundel Health System,MD,Healthcare Provider,2208,Unauthorized Access/Disclosure,Paper/Films,No
Aspire Home Care and Hospice,OK,Healthcare Provider,4278,Hacking/IT Incident,Email,No
The Johns Hopkins Hospital,MD,Healthcare Provider,571,Theft,Laptop,No
SSM Health Cancer Care,MO,Healthcare Provider,643,Unauthorized Access/Disclosure,Paper/Films,No
University of Oklahoma Department of Urology,OK,Healthcare Provider,9300,Theft,Laptop,No
Centene Management Corporation,MO,Health Plan,8208,Theft,Other Portable Electronic Device,No
"Nephropathology Associates, PLC",AR,Healthcare Provider,1260,Unauthorized Access/Disclosure,Email,No
Emergence Health Network,TX,Healthcare Provider,11100,Hacking/IT Incident,Network Server,No
 Woodhull Medical and Mental Health Center ,NY,Healthcare Provider,1581,Theft,Laptop,No
"BeHealthy Florida, Inc.",FL,Health Plan,835,Unauthorized Access/Disclosure,Paper/Films,No
North Carolina Department of Health and Human Services,NC,Health Plan,1615,Hacking/IT Incident,Email,No
OsteoMed LP,TX,Health Plan,1134,Theft,Other,No
Huntington Medical Research Institutes,CA,Healthcare Provider,4300,Unauthorized Access/Disclosure,"Laptop, Other Portable Electronic Device",No
Indian Territory Home Health and Hospice,OK,Healthcare Provider,4500,Hacking/IT Incident,Email,No
EnvisionRx,OH,Business Associate,540,Unauthorized Access/Disclosure,Paper/Films,Yes
"Florida Department of Health, Children's Medical Services",FL,Healthcare Provider,500,Unauthorized Access/Disclosure,Paper/Films,No
Bon Secours Saint Francis ,SC,Healthcare Provider,1997,Unauthorized Access/Disclosure,Electronic Medical Record,No
Children's Medical Clinics of East Texas,TX,Healthcare Provider,16000,Unauthorized Access/Disclosure,Desktop Computer,No
"LTC Dental, P.C.",AL,Healthcare Provider,1680,Theft,Laptop,No
Rush University Medical Center,IL,Healthcare Provider,1529,Unauthorized Access/Disclosure,Paper/Films,No
Dean Health Plan,WI,Health Plan,960,Loss,Paper/Films,No
"Good Care Pediatric, LLP",NY,Healthcare Provider,2300,Hacking/IT Incident,Desktop Computer,No
HealthPoint,WA,Healthcare Provider,1300,Theft,Laptop,No
"Midlands Orthopaedics, P.A. ",SC,Healthcare Provider,3902,Hacking/IT Incident,Network Server,Yes
"Alaska Orthopedic Specialists, Inc.",AK,Healthcare Provider,553,Theft,Email,No
Cigna Home Delivery Pharmacy,CT,Healthcare Provider,592,Unauthorized Access/Disclosure,Paper/Films,No
Pathways Professional Counseling,AL,Healthcare Provider,986,Theft,Laptop,No
"New Dimension Group, LLC",NC,Healthcare Provider,1275,Loss,Other Portable Electronic Device,No
"Carolyn B Lyde, MD, PA",TX,Healthcare Provider,1500,Theft,Laptop,No
PeaceHealth,WA,Healthcare Provider,1407,Unauthorized Access/Disclosure,Other,No
University of Colorado Health,CO,Healthcare Provider,827,Unauthorized Access/Disclosure,Electronic Medical Record,No
Blue Cross and Blue Shield of Nebraska,NE,Health Plan,1872,Unauthorized Access/Disclosure,Paper/Films,No
Camelback Women's Health,AZ,Healthcare Provider,810,Unauthorized Access/Disclosure,Paper/Films,No
Northwest Primary Care Group,OR,Healthcare Provider,5327,Theft,"Desktop Computer, Paper/Films",No
New Mexico Department of Health,NM,Healthcare Provider,561,Theft,Laptop,No
Fidelis Care ,NY,Health Plan,687,Unauthorized Access/Disclosure,Paper/Films,No
Fidelis Care ,NY,Health Plan,738,Unauthorized Access/Disclosure,Paper/Films,No
"Physicians Health Plan of Northern Indiana, Inc.",IN,Health Plan,1708,Unauthorized Access/Disclosure,Paper/Films,No
Belgrade Regional Health Center,ME,Healthcare Provider,854,Unauthorized Access/Disclosure,Paper/Films,No
"Oceans Acquisition, Inc.",TX,Healthcare Provider,659,Theft,Laptop,No
Allina Health,MN,Healthcare Provider,6195,Improper Disposal,Paper/Films,No
"ST Psychotherapy, LLC",WI,Healthcare Provider,509,Theft,Laptop,No
HealthSouth Rehabilitation Hospital of Round Rock,TX,Healthcare Provider,1359,Theft,Laptop,No
"Michael Benjamin, M.D., Inc.",CA,Healthcare Provider,1300,Theft,Paper/Films,No
Hillsides,CA,Healthcare Provider,502,Unauthorized Access/Disclosure,Email,No
Pittman Family Dental,OH,Healthcare Provider,8830,Hacking/IT Incident,Network Server,No
Elite Imaging,FL,Healthcare Provider,1457,Theft,Paper/Films,No
Brigham and Women's Hospital,MA,Healthcare Provider,1009,Hacking/IT Incident,Email,No
"Felicia Lewis, MD Lakewood Hills Internal Medicine",TX,Healthcare Provider,1500,Hacking/IT Incident,Electronic Medical Record,No
Blue Shield of California,CA,Health Plan,20764,Unauthorized Access/Disclosure,Network Server,No
CDC/NIOSH/ World Trade Center Health Program (WTCHP),GA,Health Plan,597,Unauthorized Access/Disclosure,Paper/Films,No
Hawai‘i Medical Service Association,HI,Health Plan,10179,Unauthorized Access/Disclosure,Paper/Films,No
New West Health Services d/b/a New West Medicare ,MT,Health Plan,28209,Loss,Laptop,No
The University of Texas System Administration,TX,Health Plan,794,Unauthorized Access/Disclosure,Email,No
"Livongo Health, Inc.",IL,Healthcare Provider,1950,Unauthorized Access/Disclosure,Paper/Films,No
Crown Point Health Center,IN,Healthcare Provider,1854,Improper Disposal,Paper/Films,No
"Grx Holdings, LLC dba Medicap Pharmacy",IA,Healthcare Provider,2300,Loss,Other,No
Rite Aid Store 01617,NY,Healthcare Provider,976,Unauthorized Access/Disclosure,"Desktop Computer, Other",No
Borgess Medical Center d/b/a Borgess Rheumatology,MI,Healthcare Provider,700,Unauthorized Access/Disclosure,Paper/Films,No
"SEIM JOHNSON, LLP",NE,Business Associate,30972,Theft,Laptop,Yes
Washington State Health Care Authority (HCA),WA,Health Plan,91187,Unauthorized Access/Disclosure,Email,No
BlueCross BlueShield of South Carolina ,SC,Business Associate,998,Unauthorized Access/Disclosure,Paper/Films,Yes
"DataStat, Inc.",MI,Business Associate,552,Unauthorized Access/Disclosure,Paper/Films,Yes
"Radiology Regional Center, PA",FL,Healthcare Provider,483063,Loss,Paper/Films,No
Roark's Pharmacy,TN,Healthcare Provider,3000,Theft,Network Server,No
Locust Fork Pharmacy,AL,Healthcare Provider,5000,Unauthorized Access/Disclosure,Other,No
"Vancouver Radiologists, PC",WA,Healthcare Provider,603,Unauthorized Access/Disclosure,Paper/Films,No
Valley Hope Association ,KS,Healthcare Provider,52076,Theft,Laptop,No
Nintendo of America Inc.,WA,Health Plan,6248,Hacking/IT Incident,Network Server,No
Eye Institute of Corpus Christi,TX,Healthcare Provider,43961,Theft,Electronic Medical Record,No
Mind Springs Health,CO,Healthcare Provider,2147,Unauthorized Access/Disclosure,Network Server,No
"Walmart Stores, Inc.",AR,Healthcare Provider,4800,Unauthorized Access/Disclosure,Electronic Medical Record,No
City of Hope,CA,Healthcare Provider,1024,Hacking/IT Incident,Email,No
"Cardiology Associates of Jonesboro, Inc.",AR,Healthcare Provider,1669,Unauthorized Access/Disclosure,Paper/Films,No
Walgreen Co.,IL,Healthcare Provider,880,Theft,Paper/Films,No
